,Algorithm,Alpha,Trial,Min_Error,Min_Error_Idx,Sum_Error
855,ADMM,125.0,47,0.15480676211468614,2118,710.8791272686117
856,ADMM,140.0,47,0.15620020841628962,2318,699.996991817347
857,ADMM,145.0,47,0.15670065690150659,2383,696.9318923148131
858,ADMM,150.0,47,0.1578263814217997,2399,694.1149539413534
859,ADMM,155.0,47,0.15947706984944104,2399,691.4521625301195
860,ADMM,160.0,47,0.16078412916087506,2398,688.7868004695467
861,ADMM,175.0,47,0.16394641242020855,2399,681.7602264179346
862,ADMM,200.0,47,0.16692541087205826,2305,673.4028288166301
863,ADMM,225.0,47,0.16876255263467152,2362,669.5365145140556
864,MPPS,1.0,48,0.13821717695864913,392,373.07454510924777
865,MPPS,5.0,48,0.14100189263037965,200,212.6970611874466
866,MPPS,10.0,48,0.1432110761790824,744,193.9099956572016
867,MPPS,15.0,48,0.15026296546107573,583,193.28472558403524
868,MPPS,20.0,48,0.1513693882790752,757,195.69074567907063
869,MPPS,25.0,48,0.1552612996719674,787,200.43129679236068
870,ADMM,1.0,48,2.1012342011957132,2399,6248.505523321115
871,ADMM,10.0,48,0.40889447620756547,2399,2826.6879138217882
872,ADMM,100.0,48,0.146218819916448,1116,770.0243506413624
873,ADMM,125.0,48,0.14558611646710898,1271,720.4095160405669
874,ADMM,140.0,48,0.14336235610826054,1295,699.4899709079738
875,ADMM,145.0,48,0.14365351647864055,1337,693.3912524123216
876,ADMM,150.0,48,0.14414479078842013,1380,688.164421879856
877,ADMM,155.0,48,0.14478271084073144,1424,683.1375178115348
878,ADMM,160.0,48,0.1456477534052518,1464,678.4802673676842
879,ADMM,175.0,48,0.14536065402189233,1919,666.235223288973
880,ADMM,200.0,48,0.14487721621200636,2080,651.5224843221613
881,ADMM,225.0,48,0.14477733743386492,2367,642.2577963167234
882,MPPS,1.0,49,0.18291888455732977,196,359.17017943055157
883,MPPS,5.0,49,0.17914590920112503,206,250.7471679859285
884,MPPS,10.0,49,0.17419752383655346,158,228.00988000298025
885,MPPS,15.0,49,0.17713781233445974,146,219.57607780460145
886,MPPS,20.0,49,0.17477097498416005,189,218.7341763758448
887,MPPS,25.0,49,0.18019036338278507,187,220.77433093857456
888,ADMM,1.0,49,2.2336595568707143,2399,6854.633833417208
889,ADMM,10.0,49,0.17598616198023037,2215,2277.8472670692718
890,ADMM,100.0,49,0.1680948233832618,950,781.1839715429585
891,ADMM,125.0,49,0.16901780779737907,940,750.2369589461543
892,ADMM,140.0,49,0.17537688704902002,909,738.2097241784361
893,ADMM,145.0,49,0.17599384078140623,883,734.6801392308826
894,ADMM,150.0,49,0.17720570805926358,937,731.2856681536355
895,ADMM,155.0,49,0.17881647454700814,966,728.2772218333259
896,ADMM,160.0,49,0.17957504136810837,1042,725.6824431971786
897,ADMM,175.0,49,0.18125174503510696,1239,719.1735244251516
898,ADMM,200.0,49,0.18045262394033296,1362,710.9868235874669
899,ADMM,225.0,49,0.18304266820455234,2238,704.7697351531874
